length_url,length_hostname,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,has_ip,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,status
60,12,3,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,1,0,0,1,0,0,0,com,phishing
46,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,html,phishing
31,23,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,,phishing
43,35,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
55,46,2,4,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,phishing
292,11,2,0,0,1,1,0,2,3,0,0,18,0,1,0,1,0,0,0,0,1,0,0,0,0.2773972602739726,0.0,0,0,0,0,0,0,0,0,0,php,phishing
141,13,1,6,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,1,1,0,0,0,0.0070921985815602835,0.0,0,0,0,0,0,0,0,0,0,,phishing
32,25,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
46,14,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.1956521739130435,0.0,0,0,0,0,0,1,0,0,0,,legitimate
212,12,8,1,1,1,3,0,2,3,0,0,10,0,1,0,0,0,0,0,1,1,0,0,0,0.16037735849056603,0.0,0,0,0,0,0,0,0,0,0,php,phishing
29,20,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
267,213,14,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,1,0,1,0,0.1797752808988764,0.20187793427230047,0,0,1,0,1,11,0,0,0,com/paul/,phishing
56,16,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
55,14,2,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
106,24,2,12,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.05660377358490566,0.0,0,0,0,0,0,1,0,0,0,,legitimate
26,18,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
64,35,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.21875,0.4,0,0,0,0,1,3,0,1,1,html,phishing
75,18,3,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,html,legitimate
51,8,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.0784313725490196,0.0,0,0,0,0,0,0,0,0,0,,legitimate
34,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
40,25,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
24,15,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
30,22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
101,24,2,1,0,1,0,0,1,0,0,1,6,0,1,0,0,0,0,0,1,1,0,0,0,0.19801980198019803,0.0,0,0,0,0,0,0,1,0,0,html,phishing
113,17,3,2,1,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,php,phishing
39,10,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.20512820512820512,0.4,0,0,0,0,0,0,0,1,0,,legitimate
46,17,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,phishing
124,46,5,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,2,1,0,0,0,0.1693548387096774,0.0,0,0,0,0,1,4,0,0,0,,phishing
64,17,3,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
177,23,3,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,1,0,0,0,0.24293785310734464,0.08695652173913043,0,0,0,0,1,2,0,0,0,,phishing
40,32,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
75,39,3,2,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.08,0.0,0,0,0,0,1,2,1,0,0,,phishing
36,14,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,php,phishing
88,36,3,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.07954545454545454,0.027777777777777776,0,0,0,0,0,1,1,0,1,html,phishing
22,13,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
52,21,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0.07692307692307693,0.0,0,0,0,0,0,1,0,0,0,,legitimate
68,20,2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
48,18,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
68,19,2,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
21,13,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,phishing
57,16,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.08771929824561403,0.0625,0,0,0,0,0,1,0,0,0,8109/,legitimate
32,23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
55,14,2,0,0,1,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0.01818181818181818,0.0,0,0,0,0,0,0,0,0,1,php/,phishing
45,26,2,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.13333333333333333,0.11538461538461539,0,0,0,0,0,1,0,1,0,,phishing
33,14,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.06060606060606061,0.07142857142857142,0,0,0,0,0,1,0,0,0,,phishing
48,14,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
36,14,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,phishing
48,39,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.08333333333333333,0.10256410256410256,0,0,0,0,0,1,1,0,0,,phishing
148,16,2,1,0,1,0,0,3,4,0,0,11,1,1,0,0,0,0,1,1,1,0,0,0,0.22297297297297297,0.0,0,0,0,0,0,1,0,0,0,,phishing
58,30,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,html,phishing
19,12,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0.10526315789473684,0.16666666666666666,0,0,0,0,0,1,0,0,0,,legitimate
37,28,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.10810810810810811,0.14285714285714285,0,0,0,0,0,1,0,1,1,,phishing
78,69,4,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.11538461538461539,0.13043478260869565,0,0,0,0,1,3,1,0,1,,phishing
96,31,2,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
47,29,2,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
124,46,5,0,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,1,2,1,0,0,0,0.1532258064516129,0.0,0,0,0,0,1,4,0,0,0,,phishing
49,24,2,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,1,1,0,0,0,0.04081632653061224,0.0,0,0,0,0,0,1,0,0,1,,legitimate
48,16,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.041666666666666664,0.0,0,0,0,0,0,1,0,0,0,,phishing
164,30,6,4,1,1,1,0,2,0,0,0,7,0,1,0,0,0,0,0,3,1,0,0,0,0.20121951219512196,0.0,0,0,1,0,0,1,0,0,1,html,phishing
77,17,2,0,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.03896103896103896,0.0,0,0,0,0,0,1,0,0,0,,legitimate
75,16,2,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,htm,phishing
40,24,3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,html,phishing
32,24,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
43,36,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0.023255813953488372,0.027777777777777776,0,0,0,0,0,1,0,0,1,,phishing
25,13,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
118,42,4,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0.19491525423728814,0.0,0,0,0,0,1,3,0,0,0,,phishing
28,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
69,23,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,1,1,0,0,0,0.057971014492753624,0.0,0,0,0,0,0,1,0,0,0,html,phishing
27,19,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,phishing
80,17,2,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.025,0.0,0,0,0,0,0,1,0,0,0,,legitimate
70,16,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,1,1,0,0,0,0.14285714285714285,0.0,0,0,0,0,0,1,0,0,0,,phishing
24,16,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
25,16,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,1,,legitimate
49,19,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
38,21,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,html,phishing
50,15,2,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
38,29,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,phishing
27,19,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,0,,legitimate
84,47,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.11904761904761904,0.0,0,0,0,0,1,3,0,0,0,,phishing
114,11,3,6,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
88,26,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,html,legitimate
54,14,1,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,1,0,0,0,0.09259259259259259,0.0,0,0,0,0,0,0,0,0,0,,legitimate
23,10,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,phishing
65,19,2,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.12307692307692308,0.0,0,0,0,0,0,1,0,0,0,,legitimate
26,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
31,23,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,0,0,1,,legitimate
38,29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.15789473684210525,0.20689655172413793,0,0,0,0,0,1,0,1,0,,phishing
74,17,3,0,0,0,0,0,0,3,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,asp,legitimate
37,29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
66,17,3,1,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,1,1,0,0,0,0.09090909090909091,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
38,29,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.02631578947368421,0.034482758620689655,0,0,0,0,0,1,0,0,0,,phishing
45,36,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
28,20,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
27,13,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
67,17,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.1044776119402985,0.0,0,0,0,0,0,0,0,0,0,,phishing
42,17,3,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.19047619047619047,0.17647058823529413,0,0,0,0,0,1,0,0,0,asp,legitimate
44,12,4,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,uk/,phishing
123,13,3,8,0,0,0,0,0,2,0,0,14,0,1,0,0,0,0,1,1,1,0,0,0,0.008130081300813009,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
35,27,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,0,0,0,0.0,0.0,0,0,0,0,1,3,0,0,0,,phishing
120,21,3,4,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,pdf,legitimate
54,21,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.018518518518518517,0.0,0,0,0,0,0,0,0,0,0,php,phishing
120,13,3,11,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.075,0.0,0,0,0,0,0,1,1,0,0,pdf,legitimate
63,18,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,pdf,legitimate
30,22,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
39,19,2,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.20512820512820512,0.0,0,0,0,0,0,1,0,0,0,,phishing
20,6,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,phishing
86,11,2,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.023255813953488372,0.09090909090909091,0,0,0,0,0,0,0,0,0,htm,legitimate
39,31,2,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,phishing
28,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.07142857142857142,0.1,0,0,0,0,0,1,0,0,0,,phishing
31,20,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,0,0,0,0.06451612903225806,0.0,0,1,0,0,0,1,0,0,0,,legitimate
40,17,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
39,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
36,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
45,20,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,htm,legitimate
33,14,3,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,htm,phishing
70,7,4,0,0,1,0,0,1,0,0,0,6,0,2,0,0,0,0,0,1,2,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,php,phishing
77,23,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0.3116883116883117,0.0,0,0,0,0,0,0,0,0,0,,phishing
88,22,4,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,1,0,0,0,0.13636363636363635,0.0,0,0,0,0,1,2,0,0,1,php,phishing
61,21,2,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
22,11,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,de,phishing
31,13,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.03225806451612903,0.0,0,0,0,0,0,1,0,0,0,,legitimate
76,50,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0.09210526315789473,0.0,0,0,0,0,1,3,1,0,0,,phishing
102,17,2,0,0,1,2,0,3,0,0,0,3,0,1,0,2,0,0,0,1,1,0,0,0,0.13725490196078433,0.0,0,0,0,0,0,1,0,0,0,,phishing
43,15,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
50,14,3,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,htm,legitimate
125,50,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,2,1,0,0,0,0.112,0.0,0,0,0,0,1,3,1,0,0,,phishing
76,16,3,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.07894736842105263,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
27,18,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
47,14,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
58,28,2,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,legitimate
31,17,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
46,38,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0.06521739130434782,0.07894736842105263,0,0,0,0,0,1,0,0,0,,phishing
155,14,1,0,0,1,3,0,4,5,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.3935483870967742,0.0,0,0,0,0,0,0,0,0,0,,phishing
27,19,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
38,27,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
59,33,2,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0.03389830508474576,0.030303030303030304,0,0,0,0,0,1,1,0,0,,phishing
94,28,3,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0.23404255319148937,0.0,0,0,0,0,1,2,1,0,0,,phishing
40,29,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,phishing
31,22,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,1,,phishing
23,10,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0.13043478260869565,0.0,0,1,0,0,0,0,0,0,0,,legitimate
66,41,6,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.25757575757575757,0.4146341463414634,0,0,0,0,1,4,0,0,1,html,phishing
79,13,3,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,1,0,1,0,0,0,0.13924050632911392,0.0,0,0,0,0,0,1,0,0,0,php,phishing
12,5,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,,legitimate
29,21,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,,legitimate
123,46,5,0,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,1,2,1,0,0,0,0.1951219512195122,0.0,0,0,0,0,1,4,0,0,0,,phishing
84,26,4,3,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,1,2,1,0,0,well-known/pki-validation/emoji/main/main/doc/hub,phishing
92,22,2,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,1,0,0,0,0.15217391304347827,0.0,0,0,0,0,0,1,0,0,0,,phishing
35,17,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
93,20,2,9,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.010752688172043012,0.0,0,0,0,0,0,1,0,0,0,,legitimate
51,44,5,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,1,4,1,0,0,,phishing
46,16,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,phishing
31,23,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
79,21,3,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,html,legitimate
59,33,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,1,3,0,0,0,htm,phishing
45,16,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
64,16,3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,htm,phishing
29,20,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
57,12,4,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,cl/,phishing
22,13,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
235,22,4,0,0,1,2,0,3,1,0,0,6,0,1,0,2,0,0,1,0,1,0,0,0,0.425531914893617,0.0,0,0,0,0,0,1,0,0,0,php,phishing
23,16,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,,legitimate
85,22,3,1,0,1,0,0,1,0,0,1,3,0,1,0,0,0,0,1,0,1,0,0,0,0.2823529411764706,0.0,0,0,0,0,1,2,1,0,0,,phishing
